frame,x,y,visible
0,2239.0,1239.0,1
1,2239.0,1239.0,1
2,2239.0,1239.0,1
3,2239.0,1239.0,1
4,2239.0,1239.0,1
5,2239.0,1239.0,1
6,2239.0,1239.0,1
7,2239.0,1239.0,1
8,2239.0,1239.0,1
9,2239.0,1239.0,1
10,2239.0,1239.0,1
11,2239.0,1239.0,1
12,2239.0,1239.0,1
13,2239.0,1239.0,1
14,2239.0,1239.0,1
15,2239.0,1239.0,1
16,2239.0,1239.0,1
17,2239.0,1239.0,1
18,2239.0,1239.0,1
19,2239.0,1239.0,1
20,2239.0,1239.0,1
21,2239.0,1239.0,1
22,2239.0,1239.0,1
23,2239.0,1239.0,1
24,2239.0,1239.0,1
25,2239.0,1239.0,1
26,2239.0,1239.0,1
27,2239.0,1239.0,1
28,2239.0,1239.0,1
29,2239.0,1239.0,1
30,1239.0,492.0,1
31,1248.0,471.0,1
32,2239.0,1239.0,1
33,2239.0,1239.0,1
34,2239.0,1239.0,1
35,2239.0,1239.0,1
36,2239.0,1239.0,1
37,2239.0,1239.0,1
38,2239.0,1239.0,1
39,2239.0,1239.0,1
40,2239.0,1239.0,1
41,2239.0,1239.0,1
42,2239.0,1239.0,1
43,2239.0,1239.0,1
44,2239.0,1239.0,1
45,2239.0,1239.0,1
46,2239.0,1239.0,1
47,2239.0,1239.0,1
48,2239.0,1239.0,1
49,2239.0,1239.0,1
50,2239.0,1239.0,1
51,2239.0,1239.0,1
52,2239.0,1239.0,1
53,2239.0,1239.0,1
54,1379.0,616.0,1
55,1381.0,630.0,1
56,1387.0,615.0,1
57,2239.0,1239.0,1
58,2239.0,1239.0,1
59,2239.0,1239.0,1
60,2239.0,1239.0,1
61,1464.0,545.0,1
62,2239.0,1239.0,1
63,2239.0,1239.0,1
64,1425.0,540.0,1
65,2239.0,1239.0,1
66,1508.0,466.0,1
67,1542.0,469.0,1
68,1558.0,468.0,1
69,1591.0,475.0,1
70,2239.0,1239.0,1
71,1639.0,490.0,1
72,1671.0,502.0,1
73,1687.0,509.0,1
74,1730.0,496.0,1
75,1744.0,488.0,1
76,1744.0,488.0,1
77,1771.0,472.0,1
78,2239.0,1239.0,1
79,1811.0,453.0,1
80,2239.0,1239.0,1
81,1850.0,439.0,1
82,1876.0,433.0,1
83,1889.0,431.0,1
84,1912.0,428.0,1
85,1912.0,428.0,1
86,1937.0,429.0,1
87,1949.0,430.0,1
88,1949.0,430.0,1
89,1985.0,438.0,1
90,2239.0,1240.0,1
91,2239.0,1240.0,1
92,2239.0,1240.0,1
93,2239.0,1240.0,1
94,2239.0,1240.0,1
95,2239.0,1240.0,1
96,2239.0,1240.0,1
97,2239.0,1240.0,1
98,2239.0,1240.0,1
99,2077.0,425.0,1
100,2077.0,425.0,1
101,2087.0,422.0,1
102,2087.0,422.0,1
103,2239.0,1240.0,1
104,2239.0,1240.0,1
105,2239.0,1239.0,1
106,2239.0,1239.0,1
107,2239.0,1239.0,1
108,2239.0,1239.0,1
109,2161.0,417.0,1
110,2161.0,417.0,1
111,2173.0,418.0,1
112,2194.0,419.0,1
113,2239.0,1239.0,1
114,2204.0,415.0,1
115,2204.0,415.0,1
116,2233.0,404.0,1
117,2233.0,404.0,1
118,2243.0,403.0,1
119,2243.0,403.0,1
120,2239.0,1240.0,1
121,2239.0,1240.0,1
122,2239.0,1240.0,1
123,2239.0,1240.0,1
124,2239.0,1240.0,1
125,2239.0,1240.0,1
126,2239.0,1240.0,1
127,2239.0,1240.0,1
128,2239.0,1240.0,1
129,2239.0,1240.0,1
130,2239.0,1240.0,1
131,2239.0,1240.0,1
132,2239.0,1240.0,1
133,2239.0,1240.0,1
134,2239.0,1240.0,1
135,2239.0,1240.0,1
136,2239.0,1240.0,1
137,2239.0,1240.0,1
138,2239.0,1240.0,1
139,2239.0,1240.0,1
140,2411.0,377.0,1
141,2239.0,1240.0,1
142,2239.0,1240.0,1
143,2239.0,1240.0,1
144,2239.0,1240.0,1
145,2239.0,1240.0,1
146,2239.0,1240.0,1
147,2456.0,370.0,1
148,2456.0,370.0,1
149,2239.0,1240.0,1
150,2239.0,1240.0,1
151,2239.0,1240.0,1
152,2239.0,1240.0,1
153,2239.0,1240.0,1
154,2239.0,1240.0,1
155,2509.0,359.0,1
156,2509.0,359.0,1
157,2239.0,1240.0,1
158,2239.0,1240.0,1
159,2239.0,1240.0,1
160,2239.0,1240.0,1
161,2239.0,1240.0,1
162,2239.0,1240.0,1
163,2239.0,1240.0,1
164,2239.0,1240.0,1
165,2239.0,1240.0,1
166,2239.0,1240.0,1
167,2239.0,1240.0,1
168,2239.0,1240.0,1
169,2239.0,1240.0,1
170,2239.0,1240.0,1
171,2239.0,1240.0,1
172,2239.0,1240.0,1
173,2239.0,1240.0,1
174,2239.0,1240.0,1
175,2239.0,1240.0,1
176,2238.0,1238.0,1
177,2238.0,1238.0,1
178,2238.0,1238.0,1
179,2238.0,1238.0,1
180,2238.0,1238.0,1
181,2239.0,1238.0,1
182,2238.0,1238.0,1
183,2238.0,1238.0,1
184,2238.0,1238.0,1
185,2238.0,1238.0,1
186,2238.0,1238.0,1
187,2239.0,1238.0,1
188,2238.0,1238.0,1
189,2238.0,1238.0,1
190,2238.0,1238.0,1
191,2238.0,1238.0,1
192,2238.0,1238.0,1
193,2238.0,1238.0,1
194,2238.0,1238.0,1
195,2238.0,1239.0,1
196,2238.0,1239.0,1
197,2238.0,1239.0,1
198,2238.0,1239.0,1
199,2238.0,1239.0,1
200,2238.0,1239.0,1
