frame,x,y,visible
0,1206.0,590.0,1
1,1242.0,1020.0,1
2,1242.0,1020.0,1
3,1242.0,1020.0,1
4,1206.0,590.0,1
5,1206.0,591.0,1
6,1206.0,591.0,1
7,1206.0,591.0,1
8,1206.0,590.0,1
9,1206.0,591.0,1
10,1206.0,590.0,1
11,1206.0,590.0,1
12,1206.0,590.0,1
13,1206.0,591.0,1
14,1206.0,591.0,1
15,1206.0,591.0,1
16,1206.0,591.0,1
17,1206.0,591.0,1
18,1206.0,591.0,1
19,1206.0,591.0,1
20,1206.0,590.0,1
21,1206.0,590.0,1
22,1206.0,591.0,1
23,1206.0,590.0,1
24,1206.0,591.0,1
25,1206.0,591.0,1
26,1206.0,591.0,1
27,1206.0,590.0,1
28,1206.0,590.0,1
29,1206.0,590.0,1
30,1206.0,590.0,1
31,1206.0,590.0,1
32,1206.0,590.0,1
33,1206.0,590.0,1
34,1206.0,590.0,1
35,1206.0,590.0,1
36,1206.0,591.0,1
37,1206.0,591.0,1
38,1206.0,590.0,1
39,1206.0,590.0,1
40,1206.0,590.0,1
41,1207.0,591.0,1
42,1207.0,591.0,1
43,1206.0,590.0,1
44,1206.0,590.0,1
45,1399.0,1005.0,1
46,1399.0,1005.0,1
47,1206.0,590.0,1
48,1206.0,590.0,1
49,1206.0,590.0,1
50,1206.0,590.0,1
51,1206.0,590.0,1
52,1206.0,590.0,1
53,1206.0,590.0,1
54,1206.0,590.0,1
55,1206.0,590.0,1
56,1206.0,590.0,1
57,1206.0,590.0,1
58,1206.0,590.0,1
59,1206.0,590.0,1
60,1206.0,590.0,1
61,1206.0,590.0,1
62,1206.0,590.0,1
63,1206.0,590.0,1
64,1206.0,590.0,1
65,1206.0,590.0,1
66,1206.0,590.0,1
67,1206.0,590.0,1
68,1206.0,590.0,1
69,1206.0,590.0,1
70,1206.0,590.0,1
71,1206.0,590.0,1
72,1206.0,590.0,1
73,1206.0,591.0,1
74,1206.0,591.0,1
75,1206.0,591.0,1
76,1206.0,591.0,1
77,1206.0,591.0,1
78,1206.0,591.0,1
79,1206.0,590.0,1
80,1206.0,590.0,1
81,1206.0,590.0,1
82,1206.0,590.0,1
83,1206.0,590.0,1
84,1206.0,590.0,1
85,1206.0,590.0,1
86,1206.0,590.0,1
87,1206.0,590.0,1
88,1206.0,591.0,1
89,1206.0,591.0,1
90,1206.0,591.0,1
91,1206.0,591.0,1
92,1206.0,591.0,1
93,1206.0,591.0,1
94,1206.0,591.0,1
95,1206.0,591.0,1
96,1206.0,590.0,1
97,1206.0,591.0,1
98,1206.0,591.0,1
99,1206.0,591.0,1
100,1206.0,590.0,1
101,1206.0,591.0,1
102,1206.0,590.0,1
103,1206.0,590.0,1
104,1206.0,591.0,1
105,1206.0,591.0,1
106,1206.0,590.0,1
107,1206.0,590.0,1
108,1446.0,426.0,1
109,1446.0,426.0,1
110,1439.0,408.0,1
111,1439.0,408.0,1
112,1434.0,394.0,1
113,1434.0,394.0,1
114,1428.0,384.0,1
115,1428.0,384.0,1
116,1428.0,384.0,1
117,1424.0,378.0,1
118,1419.0,374.0,1
119,1418.0,374.0,1
120,1418.0,374.0,1
121,1415.0,374.0,1
122,1411.0,376.0,1
123,1411.0,376.0,1
124,1411.0,376.0,1
125,1206.0,590.0,1
126,1206.0,589.0,1
127,1206.0,589.0,1
128,1559.0,845.0,1
129,1559.0,845.0,1
130,1207.0,589.0,1
131,1207.0,589.0,1
132,1207.0,589.0,1
133,1207.0,588.0,1
134,1385.0,453.0,1
135,1385.0,453.0,1
136,1385.0,453.0,1
137,1247.0,552.0,1
138,1247.0,553.0,1
139,1247.0,554.0,1
140,1247.0,553.0,1
141,1374.0,517.0,1
142,1374.0,517.0,1
143,1266.0,549.0,1
144,1266.0,549.0,1
145,1266.0,549.0,1
146,1267.0,553.0,0
147,1259.0,557.0,0
148,1251.0,562.0,0
149,1243.0,566.0,0
150,1235.0,570.0,0
151,1227.0,574.0,0
152,1219.0,578.0,0
153,1211.0,583.0,0
154,1203.0,587.0,0
155,1195.0,591.0,0
156,1187.0,595.0,0
157,1179.0,600.0,0
158,1205.0,589.0,1
