frame,x,y,visible
0,2458.0,180.0,1
1,2458.0,180.0,1
2,2458.0,180.0,1
3,2458.0,180.0,1
4,2458.0,180.0,1
5,2458.0,179.0,1
6,2458.0,179.0,1
7,2458.0,179.0,1
8,2458.0,179.0,1
9,2458.0,179.0,1
10,2458.0,179.0,1
11,2458.0,179.0,1
12,2458.0,179.0,1
13,2458.0,179.0,1
14,2458.0,179.0,1
15,2458.0,179.0,1
16,2458.0,179.0,1
17,2458.0,179.0,1
18,2458.0,179.0,1
19,2458.0,179.0,1
20,2458.0,179.0,1
21,2458.0,179.0,1
22,2458.0,179.0,1
23,2458.0,179.0,1
24,2458.0,179.0,1
25,2458.0,180.0,1
26,2458.0,180.0,1
27,2458.0,179.0,1
28,2458.0,179.0,1
29,2458.0,179.0,1
30,2458.0,179.0,1
31,2458.0,179.0,1
32,2458.0,179.0,1
33,2458.0,179.0,1
34,2458.0,179.0,1
35,2458.0,179.0,1
36,2458.0,179.0,1
37,2458.0,179.0,1
38,2458.0,179.0,1
39,2458.0,179.0,1
40,2458.0,179.0,1
41,2458.0,179.0,1
42,2458.0,179.0,1
43,949.0,957.0,1
44,949.0,957.0,1
45,2458.0,179.0,1
46,2458.0,179.0,1
47,2458.0,179.0,1
48,2458.0,179.0,1
49,2458.0,179.0,1
50,2458.0,179.0,1
51,2458.0,179.0,1
52,2458.0,179.0,1
53,2458.0,179.0,1
54,2458.0,179.0,1
55,2458.0,179.0,1
56,2458.0,179.0,1
57,2458.0,179.0,1
58,2458.0,179.0,1
59,2458.0,179.0,1
60,2458.0,179.0,1
61,2458.0,179.0,1
62,2458.0,179.0,1
63,2458.0,179.0,1
64,2458.0,179.0,1
65,2458.0,179.0,1
66,2458.0,180.0,1
67,2458.0,180.0,1
68,2458.0,179.0,1
69,2458.0,179.0,1
70,1125.0,441.0,1
71,1125.0,441.0,1
72,1134.0,409.0,1
73,1134.0,409.0,1
74,1134.0,409.0,1
75,1143.0,380.0,1
76,1143.0,380.0,1
77,1153.0,356.0,1
78,1153.0,356.0,1
79,1153.0,356.0,1
80,1161.0,338.0,1
81,1161.0,338.0,1
82,1168.0,323.0,1
83,1168.0,323.0,1
84,1168.0,323.0,1
85,1178.0,314.0,1
86,1185.0,309.0,1
87,1185.0,309.0,1
88,1193.0,308.0,1
89,1193.0,308.0,1
90,1198.0,311.0,1
91,1198.0,311.0,1
92,1198.0,311.0,1
93,2458.0,179.0,1
94,2458.0,179.0,1
95,1209.0,328.0,1
96,1209.0,328.0,1
97,1209.0,328.0,1
98,2458.0,179.0,1
99,2458.0,179.0,1
100,2458.0,179.0,1
101,2458.0,179.0,1
102,2458.0,179.0,1
103,2458.0,179.0,1
104,2458.0,179.0,1
105,2458.0,179.0,1
106,2458.0,179.0,1
107,2458.0,179.0,1
108,1228.0,423.0,1
109,2458.0,180.0,1
110,2458.0,180.0,1
111,2458.0,180.0,1
112,2458.0,180.0,1
113,1234.0,511.0,1
114,1234.0,511.0,1
115,1234.0,511.0,1
116,2458.0,179.0,1
117,2458.0,179.0,1
118,2458.0,179.0,1
119,2458.0,179.0,1
120,2458.0,179.0,1
121,2458.0,179.0,1
122,2458.0,179.0,1
123,2458.0,179.0,1
124,2458.0,179.0,1
125,2458.0,179.0,1
126,2458.0,179.0,1
127,2458.0,179.0,1
128,2458.0,179.0,1
129,2458.0,179.0,1
130,2458.0,179.0,1
131,2458.0,179.0,1
132,2458.0,180.0,1
133,2458.0,179.0,1
134,2458.0,180.0,1
135,2458.0,180.0,1
136,2458.0,179.0,1
137,2458.0,179.0,1
138,2458.0,180.0,1
