frame,x,y,visible
0,1280.0,1432.0,1
1,1280.0,1432.0,1
2,1280.0,1432.0,1
3,1280.0,1432.0,1
4,1280.0,1432.0,1
5,1280.0,1432.0,1
6,1280.0,1432.0,1
7,1280.0,1433.0,1
8,1280.0,1433.0,1
9,1280.0,1433.0,1
10,1280.0,1433.0,1
11,1280.0,1432.0,1
12,1280.0,1432.0,1
13,1280.0,1432.0,1
14,1280.0,1432.0,1
15,1280.0,1432.0,1
16,1280.0,1432.0,1
17,1280.0,1432.0,1
18,1280.0,1433.0,1
19,1280.0,1433.0,1
20,1280.0,1433.0,1
21,1280.0,1433.0,1
22,1280.0,1433.0,1
23,1280.0,1433.0,1
24,1280.0,1433.0,1
25,1280.0,1433.0,1
26,1280.0,1433.0,1
27,1280.0,1433.0,1
28,1280.0,1433.0,1
29,1280.0,1433.0,1
30,1280.0,1433.0,1
31,1280.0,1433.0,1
32,1280.0,1433.0,1
33,1280.0,1433.0,1
34,1280.0,1433.0,1
35,1280.0,1433.0,1
36,1280.0,1433.0,1
37,1280.0,1433.0,1
38,1280.0,1433.0,1
39,1280.0,1433.0,1
40,1280.0,1433.0,1
41,1280.0,1433.0,1
42,1280.0,1433.0,1
43,1280.0,1433.0,1
44,1280.0,1433.0,1
45,1280.0,1433.0,1
46,1280.0,1433.0,1
47,1280.0,1433.0,1
48,1280.0,1433.0,1
49,1280.0,1433.0,1
50,1280.0,1433.0,1
51,1280.0,1433.0,1
52,1280.0,1433.0,1
53,1280.0,1433.0,1
54,1280.0,1433.0,1
55,1280.0,1433.0,1
56,1280.0,1433.0,1
57,1280.0,1433.0,1
58,1280.0,1433.0,1
59,1280.0,1433.0,1
60,1280.0,1433.0,1
61,1172.0,470.0,1
62,1280.0,1433.0,1
63,1280.0,1433.0,1
64,1180.0,453.0,1
65,1182.0,453.0,1
66,1183.0,453.0,1
67,1185.0,453.0,1
68,1185.0,457.0,1
69,1188.0,461.0,1
70,1188.0,461.0,1
71,1189.0,470.0,1
72,1280.0,1433.0,1
73,1193.0,486.0,1
74,1280.0,1433.0,1
75,1280.0,1433.0,1
76,1280.0,1433.0,1
77,1280.0,1433.0,1
78,1201.0,548.0,1
79,1203.0,544.0,1
80,1280.0,1433.0,1
81,1280.0,1433.0,1
82,1280.0,1433.0,1
83,1280.0,1433.0,1
84,1280.0,1433.0,1
85,1280.0,1433.0,1
86,1280.0,1433.0,1
87,1280.0,1433.0,1
88,1280.0,1433.0,1
89,1280.0,1433.0,1
90,1280.0,1433.0,1
91,1280.0,1433.0,1
92,1280.0,1437.0,0
93,1280.0,1435.0,0
94,1280.0,1434.0,0
95,1279.0,1433.0,0
96,1279.0,1431.0,0
97,1279.0,1430.0,0
98,1279.0,1428.0,0
99,1279.0,1427.0,0
100,1279.0,1426.0,0
101,1279.0,1424.0,0
102,1279.0,1423.0,0
103,1278.0,1421.0,0
104,1278.0,1420.0,0
105,1278.0,1419.0,0
106,1278.0,1417.0,0
107,1278.0,1416.0,0
108,1278.0,1414.0,0
109,1278.0,1413.0,0
110,1263.0,424.0,1
111,1260.0,437.0,1
112,1260.0,437.0,1
113,1254.0,451.0,1
114,1252.0,461.0,1
115,1252.0,461.0,1
116,1251.0,478.0,1
117,1246.0,501.0,1
118,1242.0,510.0,1
119,1240.0,537.0,1
120,1237.0,564.0,1
121,1236.0,569.0,1
122,1238.0,558.0,1
123,1240.0,552.0,1
124,1240.0,552.0,1
125,1241.0,549.0,1
126,1243.0,545.0,1
127,1245.0,544.0,1
128,1246.0,543.0,1
129,1249.0,545.0,1
130,1251.0,549.0,1
131,1251.0,552.0,1
132,1253.0,561.0,1
133,1256.0,570.0,1
134,1257.0,578.0,1
135,1260.0,583.0,1
136,1262.0,581.0,1
137,1262.0,581.0,1
138,1262.0,581.0,1
139,1264.0,581.0,1
140,1265.0,582.0,1
141,1266.0,584.0,1
142,1266.0,590.0,1
143,1267.0,592.0,1
