frame,x,y,visible
0,0.0,0.0,0
1,0.0,0.0,0
2,0.0,0.0,0
3,0.0,0.0,0
4,0.0,0.0,0
5,0.0,0.0,0
6,0.0,0.0,0
7,0.0,0.0,0
8,0.0,0.0,0
9,0.0,0.0,0
10,0.0,0.0,0
11,0.0,0.0,0
12,0.0,0.0,0
13,0.0,0.0,0
14,0.0,0.0,0
15,0.0,0.0,0
16,0.0,0.0,0
17,0.0,0.0,0
18,0.0,0.0,0
19,0.0,0.0,0
20,0.0,0.0,0
21,0.0,0.0,0
22,0.0,0.0,0
23,0.0,0.0,0
24,1470.0,61.0,1
25,1470.0,61.0,1
26,1469.0,61.0,1
27,1469.0,61.0,1
28,1469.0,61.0,1
29,1469.0,61.0,1
30,1469.0,61.0,1
31,1468.0,61.0,1
32,1468.0,61.0,1
33,1468.0,61.0,1
34,1468.0,61.0,1
35,1468.0,61.0,1
36,1468.0,61.0,1
37,1468.0,61.0,1
38,1468.0,61.0,1
39,1468.0,61.0,1
40,1468.0,61.0,1
41,1468.0,61.0,1
42,1468.0,61.0,1
43,1468.0,61.0,1
44,1468.0,61.0,1
45,1468.0,61.0,1
46,1468.0,61.0,1
47,1468.0,61.0,1
48,1468.0,61.0,1
49,1468.0,61.0,1
50,1468.0,61.0,1
51,1468.0,61.0,1
52,1468.0,61.0,1
53,1468.0,61.0,1
54,1468.0,61.0,1
55,1468.0,61.0,1
56,1468.0,61.0,1
57,1468.0,61.0,1
58,1468.0,61.0,1
59,1468.0,61.0,1
60,1468.0,61.0,1
61,1468.0,61.0,1
62,1468.0,61.0,1
63,1468.0,61.0,1
64,1468.0,61.0,1
65,1468.0,61.0,1
66,1468.0,61.0,1
67,1468.0,61.0,1
68,1468.0,61.0,1
69,1468.0,61.0,1
70,1468.0,61.0,1
71,1468.0,61.0,1
72,1468.0,61.0,1
73,1468.0,61.0,1
74,1468.0,61.0,1
75,1468.0,61.0,1
76,1468.0,61.0,1
77,1468.0,61.0,1
78,1468.0,61.0,1
79,1468.0,61.0,1
80,1469.0,61.0,1
81,1469.0,61.0,1
82,1469.0,61.0,1
83,1468.0,61.0,1
84,1468.0,61.0,1
85,1468.0,61.0,1
86,1468.0,61.0,1
87,1468.0,61.0,1
88,1468.0,61.0,1
89,1469.0,61.0,1
90,790.0,472.0,1
91,1469.0,61.0,1
92,1468.0,61.0,1
93,1468.0,61.0,1
94,1468.0,61.0,1
95,1468.0,61.0,1
96,1468.0,61.0,1
97,1468.0,61.0,1
98,1468.0,61.0,1
99,1468.0,61.0,1
100,1468.0,61.0,1
101,1469.0,61.0,1
102,1468.0,61.0,1
103,1468.0,61.0,1
104,1468.0,61.0,1
105,1468.0,61.0,1
106,1468.0,61.0,1
107,1468.0,61.0,1
108,1468.0,61.0,1
109,1468.0,61.0,1
110,1468.0,61.0,1
111,1468.0,61.0,1
112,1468.0,61.0,1
113,1468.0,61.0,1
114,1468.0,61.0,1
115,1468.0,61.0,1
116,1468.0,61.0,1
117,1468.0,61.0,1
118,1468.0,61.0,1
119,1468.0,61.0,1
120,1468.0,61.0,1
121,1468.0,61.0,1
122,1468.0,61.0,1
123,1468.0,61.0,1
124,1468.0,61.0,1
125,1468.0,61.0,1
126,1468.0,61.0,1
127,1468.0,61.0,1
128,1468.0,61.0,1
129,1468.0,61.0,1
130,1468.0,61.0,1
131,1468.0,61.0,1
132,1468.0,61.0,1
133,1468.0,61.0,1
134,1468.0,61.0,1
135,1468.0,61.0,1
136,1468.0,61.0,1
137,1468.0,61.0,1
138,1468.0,61.0,1
139,1468.0,61.0,1
140,1468.0,61.0,1
141,1468.0,61.0,1
142,1468.0,61.0,1
143,1468.0,61.0,1
144,1468.0,61.0,1
145,1468.0,61.0,1
146,1468.0,61.0,1
147,1468.0,61.0,1
148,1468.0,61.0,1
149,1468.0,61.0,1
150,1468.0,61.0,1
151,1468.0,61.0,1
152,1469.0,61.0,1
153,1469.0,61.0,1
154,1468.0,61.0,1
155,1468.0,61.0,1
156,1468.0,61.0,1
157,1468.0,61.0,1
158,1468.0,61.0,1
159,1468.0,61.0,1
160,1468.0,61.0,1
161,1468.0,61.0,1
162,1468.0,61.0,1
163,1468.0,61.0,1
164,1468.0,61.0,1
165,1468.0,61.0,1
166,1468.0,61.0,1
167,1468.0,61.0,1
168,1468.0,61.0,1
169,1468.0,61.0,1
170,1468.0,61.0,1
171,1468.0,61.0,1
172,1468.0,61.0,1
173,1468.0,61.0,1
174,1468.0,61.0,1
175,1468.0,61.0,1
176,1468.0,61.0,1
177,1468.0,61.0,1
