frame,x,y,visible
0,1447.0,76.0,1
1,1447.0,76.0,1
2,1447.0,76.0,1
3,1447.0,76.0,1
4,1447.0,76.0,1
5,1447.0,76.0,1
6,1447.0,76.0,1
7,1447.0,76.0,1
8,1447.0,76.0,1
9,1447.0,76.0,1
10,1447.0,76.0,1
11,1447.0,76.0,1
12,1447.0,76.0,1
13,1447.0,76.0,1
14,1447.0,76.0,1
15,1447.0,76.0,1
16,1447.0,76.0,1
17,1447.0,76.0,1
18,1447.0,76.0,1
19,1447.0,76.0,1
20,1447.0,76.0,1
21,1447.0,76.0,1
22,1447.0,76.0,1
23,1447.0,76.0,1
24,1447.0,76.0,1
25,1447.0,76.0,1
26,1447.0,76.0,1
27,1447.0,76.0,1
28,1447.0,76.0,1
29,1447.0,76.0,1
30,1447.0,76.0,1
31,1447.0,76.0,1
32,1447.0,76.0,1
33,865.0,430.0,1
34,865.0,430.0,1
35,880.0,412.0,1
36,880.0,413.0,1
37,896.0,397.0,1
38,1447.0,76.0,1
39,1447.0,76.0,1
40,1447.0,76.0,1
41,908.0,387.0,1
42,908.0,387.0,1
43,922.0,384.0,1
44,923.0,384.0,1
45,1447.0,76.0,1
46,1447.0,76.0,1
47,952.0,387.0,1
48,952.0,387.0,1
49,1447.0,76.0,1
50,1447.0,76.0,1
51,1447.0,76.0,1
52,1447.0,76.0,1
53,1447.0,76.0,1
54,1447.0,76.0,1
55,1447.0,76.0,1
56,1447.0,76.0,1
57,1447.0,76.0,1
58,1447.0,76.0,1
59,1447.0,76.0,1
60,1447.0,76.0,1
61,1447.0,76.0,1
62,1447.0,76.0,1
63,1447.0,76.0,1
64,1447.0,76.0,1
65,1447.0,76.0,1
66,1447.0,76.0,1
67,1447.0,76.0,1
68,1099.0,688.0,1
69,1099.0,688.0,1
70,1447.0,76.0,1
71,1114.0,693.0,1
72,1447.0,76.0,1
73,1447.0,76.0,1
74,1447.0,76.0,1
75,1447.0,76.0,1
76,1447.0,76.0,1
77,1447.0,76.0,1
78,1447.0,76.0,1
79,1447.0,76.0,1
80,1447.0,76.0,1
81,1447.0,76.0,1
82,1447.0,76.0,1
83,1447.0,76.0,1
84,1447.0,76.0,1
85,1447.0,76.0,1
86,1447.0,76.0,1
87,1447.0,76.0,1
88,1447.0,76.0,1
89,1447.0,76.0,1
90,1447.0,76.0,1
91,1447.0,76.0,1
92,1447.0,76.0,1
93,1447.0,76.0,1
94,1447.0,76.0,1
95,1447.0,76.0,1
96,1447.0,76.0,1
97,1447.0,76.0,1
98,1447.0,76.0,1
99,1447.0,76.0,1
100,1311.0,634.0,1
101,1447.0,76.0,1
102,1325.0,638.0,1
103,1447.0,76.0,1
104,1447.0,76.0,1
105,1447.0,76.0,1
106,1447.0,76.0,1
107,1447.0,76.0,1
108,1447.0,76.0,1
109,1447.0,76.0,1
110,1447.0,76.0,1
111,1447.0,76.0,1
112,1447.0,76.0,1
113,1447.0,76.0,1
114,1405.0,697.0,1
115,1447.0,76.0,1
116,1447.0,76.0,1
117,1447.0,76.0,1
118,1447.0,76.0,1
119,1440.0,708.0,1
120,1451.0,709.0,1
121,1459.0,712.0,1
122,1469.0,714.0,1
123,1469.0,714.0,1
124,1469.0,714.0,1
125,1469.0,714.0,1
126,1447.0,76.0,1
127,1447.0,76.0,1
128,1486.0,716.0,1
129,1486.0,716.0,1
130,1447.0,76.0,1
131,1447.0,76.0,1
132,1447.0,76.0,1
133,1447.0,76.0,1
134,1447.0,76.0,1
135,1447.0,76.0,1
136,1447.0,76.0,1
137,1447.0,76.0,1
138,1447.0,76.0,1
139,1447.0,76.0,1
140,1447.0,76.0,1
141,1447.0,76.0,1
142,1447.0,76.0,1
143,1447.0,76.0,1
144,1447.0,76.0,1
145,1447.0,76.0,1
146,1447.0,76.0,1
147,1447.0,76.0,1
148,1447.0,76.0,1
149,1447.0,76.0,1
150,1447.0,76.0,1
151,1447.0,76.0,1
152,1447.0,76.0,1
153,1447.0,76.0,1
154,1447.0,76.0,1
155,1447.0,76.0,1
156,1447.0,76.0,1
157,1447.0,76.0,1
158,1447.0,76.0,1
159,1447.0,76.0,1
160,1447.0,76.0,1
161,1447.0,76.0,1
162,1447.0,76.0,1
163,1447.0,76.0,1
164,1447.0,76.0,1
165,1447.0,76.0,1
166,1447.0,76.0,1
167,1447.0,76.0,1
168,1447.0,76.0,1
169,1447.0,76.0,1
170,1447.0,76.0,1
171,1447.0,76.0,1
172,1447.0,76.0,1
173,1447.0,76.0,1
174,1447.0,76.0,1
175,1447.0,76.0,1
176,1447.0,76.0,1
177,1447.0,76.0,1
